District_name,Transaction_count,Transaction_amount,Quater,Year,State
tiruchirappalli,1364259,2850823022.8616314,4,2019,tamil-nadu
madurai,1315576,2775348044.296371,4,2019,tamil-nadu
krishnagiri,1302647,2599923579.484123,4,2019,tamil-nadu
chennai,21747309,40923609646.495,1,2020,tamil-nadu
chengalpattu,8891884,10378205348.593527,1,2020,tamil-nadu
coimbatore,6238270,11125605562.452183,1,2020,tamil-nadu
thiruvallur,5190597,8255497494.992451,1,2020,tamil-nadu
kancheepuram,3618880,5144042351.014135,1,2020,tamil-nadu
tiruppur,1918620,3829323477.068222,1,2020,tamil-nadu
salem,1816883,3938965855.2653995,1,2020,tamil-nadu
krishnagiri,1806032,3381602583.567412,1,2020,tamil-nadu
madurai,1334450,2667507196.7747316,1,2020,tamil-nadu
vellore,1236004,1793602013.1346076,1,2020,tamil-nadu
chennai,12611208,29147317644.503105,2,2020,tamil-nadu
coimbatore,4598586,9331489602.732159,2,2020,tamil-nadu
chengalpattu,3911793,5672393784.752347,2,2020,tamil-nadu
thiruvallur,3872452,6511946063.874299,2,2020,tamil-nadu
kancheepuram,2203060,3393883768.084098,2,2020,tamil-nadu
salem,1996687,3860454261.651264,2,2020,tamil-nadu
krishnagiri,1815882,2926042853.456265,2,2020,tamil-nadu
tiruppur,1672101,2911511483.8182716,2,2020,tamil-nadu
madurai,1479517,2674909377.665058,2,2020,tamil-nadu
tiruchirappalli,1239752,2259353198.2312646,2,2020,tamil-nadu
chennai,17354210,39868873382.45007,3,2020,tamil-nadu
coimbatore,6742559,13861133095.484821,3,2020,tamil-nadu
thiruvallur,5496010,10295422113.34424,3,2020,tamil-nadu
chengalpattu,5205491,7909757202.294512,3,2020,tamil-nadu
kancheepuram,3333347,5572087481.284176,3,2020,tamil-nadu
salem,3016579,6990924402.004694,3,2020,tamil-nadu
krishnagiri,2701216,4989224721.359926,3,2020,tamil-nadu
tiruppur,2654998,5542739051.315315,3,2020,tamil-nadu
madurai,2157858,4867134340.423642,3,2020,tamil-nadu
erode,1662818,3580607368.6476803,3,2020,tamil-nadu
chennai,24172148,46230345977.314285,4,2020,tamil-nadu
coimbatore,10473572,18723397961.28515,4,2020,tamil-nadu
thiruvallur,10184454,17303936393.299397,4,2020,tamil-nadu
chengalpattu,10168033,13669246947.729094,4,2020,tamil-nadu
kancheepuram,6509711,9795433898.261469,4,2020,tamil-nadu
krishnagiri,5011992,9044884706.251482,4,2020,tamil-nadu
salem,4407759,9865912487.837538,4,2020,tamil-nadu
tiruppur,4364806,8662796446.594257,4,2020,tamil-nadu
madurai,3222620,7010358411.213523,4,2020,tamil-nadu
erode,2534766,5126731992.032161,4,2020,tamil-nadu
chennai,39623781,67401706552.937416,1,2021,tamil-nadu
coimbatore,13630124,22657497371.80345,1,2021,tamil-nadu
chengalpattu,11689531,15537387199.626888,1,2021,tamil-nadu
thiruvallur,11085004,18895161862.27714,1,2021,tamil-nadu
kancheepuram,7239244,10815729803.34292,1,2021,tamil-nadu
salem,5675889,12397067358.312304,1,2021,tamil-nadu
krishnagiri,5202492,9440763059.482832,1,2021,tamil-nadu
tiruppur,4975985,9855808601.269077,1,2021,tamil-nadu
madurai,3516926,7776155489.0908375,1,2021,tamil-nadu
erode,3015359,6105816825.193925,1,2021,tamil-nadu
chennai,43737916,74499227803.65169,2,2021,tamil-nadu
coimbatore,13478464,22760967333.98004,2,2021,tamil-nadu
thiruvallur,10992425,19318347570.29032,2,2021,tamil-nadu
chengalpattu,10075805,14457269251.206604,2,2021,tamil-nadu
kancheepuram,6712965,10372666957.168972,2,2021,tamil-nadu
salem,6557056,13210082950.603289,2,2021,tamil-nadu
krishnagiri,5709389,10202810394.134584,2,2021,tamil-nadu
tiruppur,5150795,9379303653.11161,2,2021,tamil-nadu
madurai,3953976,8300059490.344873,2,2021,tamil-nadu
erode,3273510,6223483781.161043,2,2021,tamil-nadu
chennai,60971210,100463999673.28705,3,2021,tamil-nadu
coimbatore,20245762,33773953433.75327,3,2021,tamil-nadu
thiruvallur,15395149,26049988524.55871,3,2021,tamil-nadu
chengalpattu,14140388,19685011908.637135,3,2021,tamil-nadu
kancheepuram,9646258,14550143056.676134,3,2021,tamil-nadu
salem,8972048,18517560410.07822,3,2021,tamil-nadu
tiruppur,8398025,15282996499.831757,3,2021,tamil-nadu
krishnagiri,8122339,14578072272.708693,3,2021,tamil-nadu
madurai,5142737,11208939183.589071,3,2021,tamil-nadu
erode,4668549,9015063256.621798,3,2021,tamil-nadu
chennai,76229690,118203166308.69281,4,2021,tamil-nadu
coimbatore,27081380,43635817078.197556,4,2021,tamil-nadu
thiruvallur,19146359,31072880036.32846,4,2021,tamil-nadu
chengalpattu,17730987,23840432091.355568,4,2021,tamil-nadu
salem,11783515,22754882844.827263,4,2021,tamil-nadu
kancheepuram,11777894,17286201190.039677,4,2021,tamil-nadu
tiruppur,11167439,18701118258.10759,4,2021,tamil-nadu
krishnagiri,10363352,18220873236.79904,4,2021,tamil-nadu
madurai,6309318,13464800515.296556,4,2021,tamil-nadu
erode,6109637,11279232350.572424,4,2021,tamil-nadu
chennai,87458453,135444152912.82495,1,2022,tamil-nadu
coimbatore,30679187,51963955887.092926,1,2022,tamil-nadu
thiruvallur,21243322,35412374869.40968,1,2022,tamil-nadu
chengalpattu,19802491,27209616572.77708,1,2022,tamil-nadu
salem,13278693,26325325605.86054,1,2022,tamil-nadu
kancheepuram,13219354,19642924522.879723,1,2022,tamil-nadu
tiruppur,12755181,20994558968.024055,1,2022,tamil-nadu
krishnagiri,11729353,20650466208.670746,1,2022,tamil-nadu
madurai,7084562,15309320989.586182,1,2022,tamil-nadu
erode,6860000,12788323701.47359,1,2022,tamil-nadu
chennai,105344784,154665269695.64178,2,2022,tamil-nadu
coimbatore,36695888,59260276493.124756,2,2022,tamil-nadu
thiruvallur,25490825,40588215771.8699,2,2022,tamil-nadu
chengalpattu,25456618,33118244166.512466,2,2022,tamil-nadu
salem,16106627,30338068694.55334,2,2022,tamil-nadu
kancheepuram,15868496,22731542491.811836,2,2022,tamil-nadu
tiruppur,15482000,23838727353.10485,2,2022,tamil-nadu
krishnagiri,13942838,24721054679.65894,2,2022,tamil-nadu
madurai,8320838,17264493941.688946,2,2022,tamil-nadu
erode,8037374,14313011584.19171,2,2022,tamil-nadu
chengalpattu,78987490,106079722725.66629,3,2022,tamil-nadu
coimbatore,43610373,63815834929.8924,3,2022,tamil-nadu
chennai,42908667,65344650467.52282,3,2022,tamil-nadu
salem,31403065,50435972371.68587,3,2022,tamil-nadu
thiruvallur,25690184,40124901027.15739,3,2022,tamil-nadu
madurai,18854500,34963057317.53805,3,2022,tamil-nadu
tiruppur,17847117,25599159008.871284,3,2022,tamil-nadu
kancheepuram,16476680,22598905113.9707,3,2022,tamil-nadu
krishnagiri,14932340,25680854032.527496,3,2022,tamil-nadu
erode,9576460,15897874506.90147,3,2022,tamil-nadu
chengalpattu,109159290,143850411731.03558,4,2022,tamil-nadu
coimbatore,40259816,56926594389.6588,4,2022,tamil-nadu
chennai,36087169,52708969517.53118,4,2022,tamil-nadu
salem,33193962,52189264730.86203,4,2022,tamil-nadu
thiruvallur,27335584,41018657465.028946,4,2022,tamil-nadu
madurai,21930141,39075713283.65903,4,2022,tamil-nadu
tiruppur,20078625,27993817372.884705,4,2022,tamil-nadu
kancheepuram,17540782,22979273761.17815,4,2022,tamil-nadu
krishnagiri,16419186,27528800881.08297,4,2022,tamil-nadu
tiruchirappalli,10348183,18674871633.798847,4,2022,tamil-nadu
hyderabad,2545507,4287223789.76588,1,2018,telangana
rangareddy,1459174,2677304926.137567,1,2018,telangana
medchal malkajgiri,1131530,1912837340.5006719,1,2018,telangana
warangal urban,349165,421074106.9897361,1,2018,telangana
sangareddy,291510,399236233.1575477,1,2018,telangana
karimnagar,224324,271526470.0733862,1,2018,telangana
nalgonda,204137,267825160.50370258,1,2018,telangana
khammam,183964,245857422.18747443,1,2018,telangana
peddapalle,169274,199610181.17809594,1,2018,telangana
siddipet,144429,197965017.999628,1,2018,telangana
hyderabad,3156805,6628159910.681627,2,2018,telangana
rangareddy,1939856,4360690897.522385,2,2018,telangana
medchal malkajgiri,1459884,3122661501.184857,2,2018,telangana
warangal urban,385360,729207663.2999268,2,2018,telangana
sangareddy,370126,717109835.7001467,2,2018,telangana
karimnagar,253264,526580356.2041131,2,2018,telangana
nalgonda,246677,552006649.1379006,2,2018,telangana
khammam,239474,532458838.37570375,2,2018,telangana
peddapalle,214900,413454435.3323817,2,2018,telangana
bhadradri kothagudem,189793,504562629.3259425,2,2018,telangana
hyderabad,5786941,9503554478.108147,3,2018,telangana
rangareddy,3664948,6264254849.276553,3,2018,telangana
medchal malkajgiri,2684484,4630531106.973803,3,2018,telangana
warangal urban,952314,1158736730.452106,3,2018,telangana
nirmal,594160,443226269.8771687,3,2018,telangana
karimnagar,567417,773038295.5637382,3,2018,telangana
sangareddy,545979,1010420934.8381689,3,2018,telangana
nalgonda,336447,645159574.9435833,3,2018,telangana
peddapalle,334825,548785775.8472054,3,2018,telangana
khammam,299774,611486713.5820062,3,2018,telangana
hyderabad,9360515,14727846731.548256,4,2018,telangana
rangareddy,5803319,9396311751.227482,4,2018,telangana
medchal malkajgiri,4598129,7288821271.332445,4,2018,telangana
warangal urban,917418,1553820916.0367613,4,2018,telangana
sangareddy,868099,1617023609.7333188,4,2018,telangana
karimnagar,597642,1058366451.9186106,4,2018,telangana
nalgonda,520637,1111613192.9887385,4,2018,telangana
khammam,462678,958128373.8025742,4,2018,telangana
siddipet,414378,824913162.382491,4,2018,telangana
peddapalle,390467,777939864.6081892,4,2018,telangana
hyderabad,24838664,34892156029.40753,1,2019,telangana
rangareddy,12952050,17677048557.632526,1,2019,telangana
medchal malkajgiri,10127087,13392043971.075241,1,2019,telangana
warangal urban,1953906,2836690647.8977265,1,2019,telangana
sangareddy,1782207,2801488635.44757,1,2019,telangana
karimnagar,1088155,1693944274.3067384,1,2019,telangana
nalgonda,995740,1769178906.7148075,1,2019,telangana
khammam,854495,1481079756.3855424,1,2019,telangana
siddipet,841516,1380114923.8328254,1,2019,telangana
nizamabad,705541,1347187035.3619022,1,2019,telangana
hyderabad,43511186,73949377453.0185,2,2019,telangana
rangareddy,16348519,25359412038.382965,2,2019,telangana
medchal malkajgiri,11891107,17462610963.470375,2,2019,telangana
warangal urban,2185190,3832142348.1167383,2,2019,telangana
sangareddy,1920044,3684548498.9737563,2,2019,telangana
karimnagar,1090639,2218679006.703639,2,2019,telangana
nalgonda,982589,2323581176.516111,2,2019,telangana
khammam,926878,2063514016.2549326,2,2019,telangana
siddipet,821209,1837834819.208163,2,2019,telangana
nizamabad,782289,1812827883.3205523,2,2019,telangana
hyderabad,55159072,96365182751.25804,3,2019,telangana
rangareddy,23655175,33663962263.155968,3,2019,telangana
medchal malkajgiri,17492750,23256556346.306458,3,2019,telangana
warangal urban,3280635,5206094337.716869,3,2019,telangana
sangareddy,2699670,4722370404.586679,3,2019,telangana
karimnagar,1604219,2911171015.4164953,3,2019,telangana
khammam,1352931,2602393109.2431,3,2019,telangana
nalgonda,1306394,2779870436.4339104,3,2019,telangana
nizamabad,1143733,2214953316.84891,3,2019,telangana
siddipet,1075629,2226176148.8370996,3,2019,telangana
hyderabad,72987282,130230415629.30252,4,2019,telangana
rangareddy,31237803,44757331443.568375,4,2019,telangana
medchal malkajgiri,22999944,31417907129.793076,4,2019,telangana
warangal urban,4698981,7877138784.222425,4,2019,telangana
sangareddy,3687957,6643761917.41535,4,2019,telangana
karimnagar,2289360,4404111000.947508,4,2019,telangana
nalgonda,1934313,4432868129.214613,4,2019,telangana
khammam,1917973,3902061676.7459927,4,2019,telangana
nizamabad,1638281,3627249339.2387323,4,2019,telangana
siddipet,1508776,3271349293.2839117,4,2019,telangana
hyderabad,94177232,183207208610.81787,1,2020,telangana
rangareddy,31802492,45881228273.95146,1,2020,telangana
medchal malkajgiri,25458101,37404467180.931694,1,2020,telangana
warangal urban,6200767,12008422912.496418,1,2020,telangana
sangareddy,4610027,8691296108.435516,1,2020,telangana
karimnagar,3037633,6437076498.978258,1,2020,telangana
nalgonda,2636023,6345459438.726551,1,2020,telangana
khammam,2537352,5525879243.728758,1,2020,telangana
nizamabad,2202642,4951415940.342635,1,2020,telangana
siddipet,1912271,4387174573.133842,1,2020,telangana
hyderabad,56374644,130820061488.30273,2,2020,telangana
rangareddy,18068048,31273545586.261536,2,2020,telangana
medchal malkajgiri,17860704,29732057894.607735,2,2020,telangana
warangal urban,6239185,13617334891.581213,2,2020,telangana
sangareddy,4807036,8780427655.861984,2,2020,telangana
nalgonda,3786127,8540610042.867538,2,2020,telangana
khammam,3329665,7845967966.504283,2,2020,telangana
karimnagar,3030914,6621194087.94509,2,2020,telangana
nizamabad,2750473,6638415628.443302,2,2020,telangana
siddipet,2417054,5240899389.901978,2,2020,telangana
hyderabad,99285803,228448742377.47607,3,2020,telangana
rangareddy,29573243,51787722036.044556,3,2020,telangana
medchal malkajgiri,28698311,48831695001.78223,3,2020,telangana
warangal urban,7847624,17470830635.334423,3,2020,telangana
sangareddy,6800085,12980683896.976254,3,2020,telangana
nalgonda,5228596,12019426389.403297,3,2020,telangana
khammam,4612672,10624076063.27388,3,2020,telangana
karimnagar,4242409,9665080706.228874,3,2020,telangana
nizamabad,3738711,8812060816.702126,3,2020,telangana
bhadradri kothagudem,3196550,7671316620.377354,3,2020,telangana
hyderabad,117008707,243045184188.28204,4,2020,telangana
rangareddy,53405219,89256130453.08658,4,2020,telangana
medchal malkajgiri,49900746,81801106073.41168,4,2020,telangana
warangal urban,11918795,25712185991.211586,4,2020,telangana
sangareddy,11444304,22088541539.150494,4,2020,telangana
nalgonda,7966177,19282405659.535854,4,2020,telangana
khammam,7035947,16464448770.047258,4,2020,telangana
karimnagar,6853847,15369367186.01585,4,2020,telangana
nizamabad,5857682,15245199022.577251,4,2020,telangana
bhadradri kothagudem,5185352,12782078782.234629,4,2020,telangana
hyderabad,169703372,316572388133.78735,1,2021,telangana
rangareddy,60675056,98883148961.30931,1,2021,telangana
medchal malkajgiri,54854446,87516738646.29623,1,2021,telangana
warangal urban,13629397,28292658503.028103,1,2021,telangana
sangareddy,12350347,23546322114.765312,1,2021,telangana
nalgonda,8018559,19628854223.15605,1,2021,telangana
khammam,7140986,17657527187.368073,1,2021,telangana
karimnagar,6934134,15385243676.854752,1,2021,telangana
nizamabad,5831809,14665519256.295437,1,2021,telangana
bhadradri kothagudem,5386614,13659056643.17039,1,2021,telangana
hyderabad,212326623,424872741465.13696,2,2021,telangana
rangareddy,63155281,113987187628.93881,2,2021,telangana
medchal malkajgiri,58755991,102864360004.68025,2,2021,telangana
warangal urban,15534189,35324332007.02503,2,2021,telangana
sangareddy,14851128,28799723416.87831,2,2021,telangana
nalgonda,10161723,25305904142.337223,2,2021,telangana
khammam,9096326,23771340184.86827,2,2021,telangana
karimnagar,8548354,20534233590.75627,2,2021,telangana
nizamabad,7753597,21755545090.473732,2,2021,telangana
bhadradri kothagudem,6854796,16726841230.685331,2,2021,telangana
hyderabad,262028284,479343321365.37256,3,2021,telangana
rangareddy,87884143,147772047919.14047,3,2021,telangana
medchal malkajgiri,79514766,130838255095.6952,3,2021,telangana
warangal urban,20050897,41422180516.83781,3,2021,telangana
sangareddy,18758999,33876669677.960114,3,2021,telangana
nalgonda,11844124,26760618927.739136,3,2021,telangana
khammam,10938504,25395360624.33412,3,2021,telangana
karimnagar,10704240,23540118368.011086,3,2021,telangana
nizamabad,9331288,22809748582.059334,3,2021,telangana
bhadradri kothagudem,8176066,18135807092.898582,3,2021,telangana
hyderabad,325636475,582079170534.0186,4,2021,telangana
rangareddy,111354739,188838966046.13513,4,2021,telangana
medchal malkajgiri,98780634,164568262330.06238,4,2021,telangana
warangal urban,24530882,50725020756.70877,4,2021,telangana
sangareddy,23598968,43773604056.366425,4,2021,telangana
nalgonda,14645444,33883155723.957207,4,2021,telangana
khammam,13424236,31245204308.11756,4,2021,telangana
karimnagar,13040240,29149229156.48455,4,2021,telangana
nizamabad,12113902,31740368651.355705,4,2021,telangana
bhadradri kothagudem,10121890,22567782620.241013,4,2021,telangana
hyderabad,372711414,661512502141.0775,1,2022,telangana
rangareddy,127675017,216609881380.40106,1,2022,telangana
medchal malkajgiri,110893187,185168270983.38605,1,2022,telangana
warangal urban,27504554,56954288260.23642,1,2022,telangana
sangareddy,27250369,50754041229.75235,1,2022,telangana
nalgonda,17014104,39284842780.64408,1,2022,telangana
khammam,15266245,35894472741.54594,1,2022,telangana
karimnagar,14698433,32332888869.973804,1,2022,telangana
nizamabad,13749642,33996713436.015533,1,2022,telangana
siddipet,11464769,25404779557.018036,1,2022,telangana
hyderabad,446470234,775908693266.7238,2,2022,telangana
rangareddy,161888380,267052522620.51453,2,2022,telangana
medchal malkajgiri,134114768,221257316347.7198,2,2022,telangana
warangal urban,32791256,66551476649.13394,2,2022,telangana
sangareddy,32680472,59585382581.45032,2,2022,telangana
nalgonda,19977314,44558915742.72007,2,2022,telangana
khammam,17688119,40474391433.33105,2,2022,telangana
karimnagar,17621343,38465054891.36155,2,2022,telangana
nizamabad,16389018,40970987322.057236,2,2022,telangana
siddipet,13598517,29087166428.464252,2,2022,telangana
hyderabad,1018658174,1586047443981.7905,3,2022,telangana
rangareddy,169029273,272598081405.12265,3,2022,telangana
medchal malkajgiri,136384039,223442008167.9499,3,2022,telangana
sangareddy,33187414,57832647223.37013,3,2022,telangana
warangal urban,27244856,55794322100.977005,3,2022,telangana
nalgonda,19442094,40798032880.70633,3,2022,telangana
karimnagar,17095584,36478353448.996735,3,2022,telangana
khammam,17010697,36789751400.92127,3,2022,telangana
nizamabad,15374558,35480941123.20821,3,2022,telangana
siddipet,12900290,27570105119.137543,3,2022,telangana
hyderabad,1133829812,1753799022390.8735,4,2022,telangana
rangareddy,191136402,295773661437.69385,4,2022,telangana
medchal malkajgiri,151514969,237726926269.25772,4,2022,telangana
sangareddy,38000808,64649951913.2422,4,2022,telangana
warangal urban,29269688,57991182917.37883,4,2022,telangana
nalgonda,21928009,45517531285.29773,4,2022,telangana
karimnagar,19056918,39357490540.69414,4,2022,telangana
khammam,18924276,39626352507.58298,4,2022,telangana
nizamabad,18308473,42744693427.90993,4,2022,telangana
siddipet,14715170,30384216197.138824,4,2022,telangana
west tripura,70467,68418341.27939591,1,2018,tripura
south tripura,18338,13785118.334229639,1,2018,tripura
sepahijala,14107,13224752.635975957,1,2018,tripura
gomati,12229,11277259.25510255,1,2018,tripura
north tripura,9915,10869174.626601541,1,2018,tripura
dhalai,9195,8812172.047209244,1,2018,tripura
khowai,8838,7242490.357963288,1,2018,tripura
unakoti,5068,4349605.99414449,1,2018,tripura
west tripura,108318,127784098.63368198,2,2018,tripura
south tripura,22366,18977158.301921178,2,2018,tripura
sepahijala,18815,23613654.4908289,2,2018,tripura
gomati,16000,15955619.88335196,2,2018,tripura
dhalai,14563,15283111.134383248,2,2018,tripura
north tripura,13859,16015790.907680927,2,2018,tripura
khowai,11440,12338889.10193297,2,2018,tripura
unakoti,9198,6923396.262354777,2,2018,tripura
west tripura,168029,229530961.76904222,3,2018,tripura
south tripura,49250,45613113.08085985,3,2018,tripura
gomati,34380,36259157.953162886,3,2018,tripura
sepahijala,33646,39779005.11547229,3,2018,tripura
unakoti,29360,19643274.575087894,3,2018,tripura
north tripura,25747,30157424.752639703,3,2018,tripura
dhalai,22350,31331691.36689817,3,2018,tripura
khowai,14941,21548759.427429266,3,2018,tripura
west tripura,192827,305112898.56606925,4,2018,tripura
sepahijala,53688,62851730.05123251,4,2018,tripura
south tripura,49820,66095950.12312652,4,2018,tripura
gomati,38970,48523976.18040443,4,2018,tripura
north tripura,34385,44032488.7756635,4,2018,tripura
dhalai,28775,46429185.35186546,4,2018,tripura
khowai,26880,33718919.53354463,4,2018,tripura
unakoti,22714,18120450.88253949,4,2018,tripura
west tripura,269281,356302222.87033004,1,2019,tripura
sepahijala,65545,79750942.69844744,1,2019,tripura
south tripura,64445,78239589.10235174,1,2019,tripura
gomati,51994,62247963.56023827,1,2019,tripura
khowai,36291,41097809.268162064,1,2019,tripura
north tripura,35513,53359801.416677624,1,2019,tripura
dhalai,33295,57107027.86254053,1,2019,tripura
unakoti,24562,28789584.83707358,1,2019,tripura
west tripura,259708,400168803.61725503,2,2019,tripura
south tripura,58687,93657802.46878463,2,2019,tripura
sepahijala,51675,91802336.89096056,2,2019,tripura
gomati,44671,72233524.18215181,2,2019,tripura
dhalai,35446,57168085.150431305,2,2019,tripura
north tripura,34750,57253647.84893566,2,2019,tripura
khowai,27357,39594573.11367641,2,2019,tripura
unakoti,20264,29942709.57518096,2,2019,tripura
west tripura,370916,501659348.30598545,3,2019,tripura
south tripura,66682,99290824.56459549,3,2019,tripura
sepahijala,64021,100769508.41196784,3,2019,tripura
gomati,60249,87365263.29836246,3,2019,tripura
north tripura,49503,71077675.08774427,3,2019,tripura
dhalai,44468,71345910.41205536,3,2019,tripura
khowai,31061,48267493.19735644,3,2019,tripura
unakoti,24817,37601399.539157376,3,2019,tripura
west tripura,394538,585934433.558359,4,2019,tripura
south tripura,76273,115116709.40717971,4,2019,tripura
sepahijala,73165,126608014.74795961,4,2019,tripura
gomati,72919,107373443.70576558,4,2019,tripura
north tripura,61226,90362263.2944589,4,2019,tripura
dhalai,52188,79988122.42796019,4,2019,tripura
khowai,35979,55953879.30109075,4,2019,tripura
unakoti,35536,54063293.815416425,4,2019,tripura
west tripura,461888,795860840.742927,1,2020,tripura
south tripura,89869,155003031.67681995,1,2020,tripura
sepahijala,82186,153302286.84263223,1,2020,tripura
gomati,77355,136218979.95952815,1,2020,tripura
north tripura,71460,109976480.50529519,1,2020,tripura
dhalai,61425,99410788.98253483,1,2020,tripura
khowai,43027,73376986.42934099,1,2020,tripura
unakoti,37292,65629411.24942416,1,2020,tripura
west tripura,422021,779679849.9780351,2,2020,tripura
south tripura,120386,209028177.93741143,2,2020,tripura
sepahijala,113723,189445992.22517106,2,2020,tripura
north tripura,101129,142793248.50751278,2,2020,tripura
gomati,94532,143272330.02195236,2,2020,tripura
dhalai,91473,139760407.46690515,2,2020,tripura
khowai,57871,87108349.82516634,2,2020,tripura
unakoti,51385,78087527.62381233,2,2020,tripura
west tripura,522218,937726111.8013046,3,2020,tripura
south tripura,151881,270869695.8170734,3,2020,tripura
sepahijala,144693,269350118.6330105,3,2020,tripura
north tripura,126884,207965073.7559021,3,2020,tripura
gomati,121329,214785928.09740338,3,2020,tripura
dhalai,114616,192403601.42055285,3,2020,tripura
khowai,72823,129761070.16067821,3,2020,tripura
unakoti,63441,118957916.52995977,3,2020,tripura
west tripura,692509,1319546164.1650114,4,2020,tripura
south tripura,182583,347232002.628355,4,2020,tripura
sepahijala,165182,336834539.2035086,4,2020,tripura
north tripura,164023,307732518.799576,4,2020,tripura
gomati,149404,291692706.480306,4,2020,tripura
dhalai,137188,266253033.05323905,4,2020,tripura
khowai,83899,156613600.32324535,4,2020,tripura
unakoti,77102,156226431.5680711,4,2020,tripura
west tripura,692376,1402040320.719656,1,2021,tripura
south tripura,150265,357643996.07881093,1,2021,tripura
north tripura,143060,318074681.762841,1,2021,tripura
sepahijala,141426,365525453.40613097,1,2021,tripura
gomati,127271,295815100.00755715,1,2021,tripura
dhalai,116945,274079611.2937597,1,2021,tripura
khowai,71155,160906168.90000182,1,2021,tripura
unakoti,68925,161256237.6246628,1,2021,tripura
west tripura,772723,1463071251.4870775,2,2021,tripura
north tripura,176067,351155989.2912202,2,2021,tripura
south tripura,171713,365935947.9664031,2,2021,tripura
sepahijala,166437,361358159.019094,2,2021,tripura
gomati,148554,309610328.7995062,2,2021,tripura
dhalai,138998,278586073.4183272,2,2021,tripura
unakoti,88092,174170768.10130727,2,2021,tripura
khowai,81845,164265842.95334023,2,2021,tripura
west tripura,960039,1895464982.7091532,3,2021,tripura
north tripura,210698,454116633.3192606,3,2021,tripura
sepahijala,195392,447581559.15148854,3,2021,tripura
south tripura,186827,414556972.48470575,3,2021,tripura
dhalai,167446,368906160.1985531,3,2021,tripura
gomati,166441,372982272.5022316,3,2021,tripura
unakoti,105296,228625158.42425582,3,2021,tripura
khowai,89061,181900029.39183187,3,2021,tripura
west tripura,1174499,2328859193.6465282,4,2021,tripura
north tripura,255959,590088928.320925,4,2021,tripura
sepahijala,233920,570421104.1824098,4,2021,tripura
south tripura,219422,560735150.0701383,4,2021,tripura
gomati,200196,454492828.75278926,4,2021,tripura
dhalai,194907,448039146.77420795,4,2021,tripura
unakoti,130201,289484907.90426636,4,2021,tripura
khowai,111589,254808204.6481812,4,2021,tripura
west tripura,1340631,2620170134.665219,1,2022,tripura
north tripura,310764,699778044.1822658,1,2022,tripura
sepahijala,257586,636388326.2869308,1,2022,tripura
south tripura,242720,632737978.788888,1,2022,tripura
gomati,230019,517368490.15875137,1,2022,tripura
dhalai,216216,501758621.1580514,1,2022,tripura
unakoti,148265,349475550.53661186,1,2022,tripura
khowai,124989,289652618.573128,1,2022,tripura
west tripura,1654938,2957075284.517076,2,2022,tripura
north tripura,347933,745615506.6452613,2,2022,tripura
sepahijala,301211,703075146.3196069,2,2022,tripura
south tripura,270412,649809730.8825212,2,2022,tripura
gomati,269581,581885804.1766024,2,2022,tripura
dhalai,258585,545900041.1491122,2,2022,tripura
unakoti,168534,380245834.4251685,2,2022,tripura
khowai,147470,314663693.9199481,2,2022,tripura
west tripura,2286054,4317123305.576752,3,2022,tripura
north tripura,400198,829909312.3103282,3,2022,tripura
sepahijala,358452,818757042.9688609,3,2022,tripura
gomati,294377,612183432.8798862,3,2022,tripura
dhalai,287101,618208457.2771137,3,2022,tripura
south tripura,286379,682522212.5858632,3,2022,tripura
unakoti,179593,406385690.1014518,3,2022,tripura
khowai,164425,363263351.21088356,3,2022,tripura
west tripura,3006900,5757593406.558214,4,2022,tripura
north tripura,460914,940748505.5593312,4,2022,tripura
sepahijala,352709,784953776.7829857,4,2022,tripura
south tripura,318517,743429832.5489743,4,2022,tripura
gomati,303790,606245959.1360531,4,2022,tripura
unakoti,292384,653255260.7593155,4,2022,tripura
dhalai,289984,592125895.8754389,4,2022,tripura
khowai,172992,374619180.93378747,4,2022,tripura
gautam buddha nagar,1387567,2065704006.9242067,1,2018,uttar-pradesh
lucknow,949749,1271848634.4136443,1,2018,uttar-pradesh
ghaziabad,751503,1146504201.1625624,1,2018,uttar-pradesh
prayagraj,628453,652988000.3586867,1,2018,uttar-pradesh
varanasi,573338,534929627.35858226,1,2018,uttar-pradesh
kanpur nagar,493390,550298919.9825964,1,2018,uttar-pradesh
gorakhpur,324943,377954039.79178095,1,2018,uttar-pradesh
bareilly,306561,272420019.95249295,1,2018,uttar-pradesh
agra,298049,353477588.30890363,1,2018,uttar-pradesh
meerut,267015,345744809.58975303,1,2018,uttar-pradesh
gautam buddha nagar,1942298,3398984096.752239,2,2018,uttar-pradesh
lucknow,1289613,2162778201.1855044,2,2018,uttar-pradesh
ghaziabad,1034409,1868838026.6123133,2,2018,uttar-pradesh
varanasi,836072,956626447.3607963,2,2018,uttar-pradesh
prayagraj,804712,1129002834.2139683,2,2018,uttar-pradesh
kanpur nagar,675908,954304697.7952932,2,2018,uttar-pradesh
gorakhpur,457691,790320803.9302531,2,2018,uttar-pradesh
agra,401983,637164565.6567792,2,2018,uttar-pradesh
bareilly,385460,487371978.7986265,2,2018,uttar-pradesh
meerut,374625,606678416.5867009,2,2018,uttar-pradesh
varanasi,3305134,2367346800.1463585,3,2018,uttar-pradesh
gautam buddha nagar,3256802,4828673888.270048,3,2018,uttar-pradesh
lucknow,1745149,3120535504.084366,3,2018,uttar-pradesh
ghaziabad,1537030,2613540894.7239933,3,2018,uttar-pradesh
